"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"2727","서울특별시 동대문구 한천로 169","서울특별시 동대문구 답십리동 1-336","127.06725704","37.57600670","장안LPG충전소","동대문구","02-2127-4648","공중","상시","주유소및충전소"," "," ","맑은환경과"," "," "," "
"2728","서울특별시 동대문구 장한로 6","서울특별시 동대문구 장안동 464-1","127.06532770","37.56204890","장안빌딩","동대문구","02-2127-4378","민간개방1","07:00~23:00","빌딩"," "," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제9조(개방화장실)"," "," "
"2729","서울특별시 동대문구 중랑천서자전거길 688","서울특별시 동대문구 장안동 481-2","127.07643680","37.57979180","장안교 공중화장실","중랑구","02-2127-4378","공중","상시","공원","남1,여1"," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제6조(공중화장실의 설치)"," "," "
"2730","서울특별시 동대문구 장안벚꽃로 170","서울특별시 동대문구 장안동 481-2","127.07703870","37.57508440","장안2제방 공중화장실","중랑구","02-2127-4378","공중","상시","공원","남1,여1"," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제6조(공중화장실의 설치)"," "," "
"2731","서울특별시 동대문구 천호대로87길 47","서울특별시 동대문구 장안동 446-15","127.06832990","37.56371210","장안1 공중화장실","동대문구","02-2127-4378","공중","상시","화장실","남1,여1","비상벨","동대문구 청소행정과","공중화장실 등에 관한 법률 제6조(공중화장실의 설치)"," "," "
"2732","서울특별시 동대문구 전농로15길 21, 제1남동","서울특별시 동대문구 전농동 295-431","127.05650296","37.57786153","전농로타리시장 공중화장실","동대문구","02-2127-4378","공중","상시","상가(시장)","남1,여1"," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제6조(공중화장실의 설치)"," "," "
"2733","서울특별시 동대문구 난계로 230","서울특별시 동대문구 신설동 109-7","127.02368450","37.57206000","황학교 무인자동 공중화장실","동대문구","02-2127-4378","무인공중","상시","공원","공용1","기저귀교환대1","동대문구 청소행정과","공중화장실 등에 관한 법률 제6조(공중화장실의 설치)"," "," "
"2734","서울특별시 동대문구 사가정로 148, 상가동 (전농동, 전농 SK아파트)","서울특별시 동대문구 전농동 10-10","127.06079170","37.57767500","SK주상가","동대문구","02-2127-4378","민간개방","09:00~23:00","상가(시장)"," "," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제9조(개방화장실)"," "," "
"2735","서울특별시 동대문구 망우로 82","서울특별시 동대문구 휘경동 20-1","127.06333670","37.58753620","삼육치과병원","동대문구","02-2127-4378","민간개방","09:00~18:00","병원"," "," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제9조(개방화장실)"," "," "
"2736","서울특별시 동대문구 경희대로 23","서울특별시 동대문구 회기동 109-68","127.05161606","37.59384720","경희의료원","동대문구","02-2127-4378","민간개방","상시","병원"," "," ","동대문구 청소행정과","공중화장실 등에 관한 법률 제9조(개방화장실)"," "," "
"2737","서울특별시 동대문구 답십리로 223","서울특별시 동대문구 답십리동 3-39","127.06501142","37.57293338","답십리주유소","동대문구","02-2127-4648","공중","상시","주유소및충전소"," "," ","맑은환경과"," "," "," "
"2738"," ","서울특별시 서대문구 북아현동  산 1-442","126.95710078","37.56649884","안산 초입 화장실","서대문구","02-330-1714","공중화장실","상시","공중화장실"," ","손건조기"," "," "," "," "
"2739"," ","서울특별시 서대문구 홍제동  64-16","126.94691300","37.57984000","안산 홍제약수터 아래 화장실","서대문구","02-330-1714","공중","상시","화장실"," ","손건조기"," "," "," "," "
"2740"," ","서울특별시 서대문구 홍제동  산 33-98","126.94526330","37.58161430","안산 봉화약수터 아래 화장실","서대문구","02-330-1714","공중","상시","화장실"," ","손건조기"," "," "," "," "
"2741","서울특별시 서대문구 연희로32길 134","서울특별시 서대문구 연희동 167-10","126.93800369","37.57949594","안산공원관리사무소 화장실","서대문구","02-330-1714","공중","상시","화장실","여1","손건조기"," "," "," "," "
"2742"," ","서울특별시 서대문구 천연동  산 4-4","126.95686584","37.56746206","안산 자락길 산복도로 화장실","서대문구","02-330-1714","공중","상시","화장실","여1","손건조기"," "," "," "," "
"2743","서울특별시 서대문구 모래내로 412","서울특별시 서대문구 연희동 1-116","126.94130810","37.58309170","안산 만남의광장 옆 화장실","서대문구","02-330-1714","공중","상시","화장실","여1","비상벨, 손건조기"," "," "," "," "
"2744","서울특별시 서대문구 홍제내길 119","서울특별시 서대문구 홍제동 361-136","126.93622494","37.58777410","홍제3교 공중화장실","서대문구","02-330-1518","공중화장실","00:00~24:00","공중화장실","공용1(별도)","비상벨, 손건조기"," "," "," "," "
"3312","서울특별시 성동구 중랑천서자전거길 97","서울특별시 성동구 응봉동 9-4","127.03858540","37.55206539","응봉체육공원","성동구","02-2286-5526","공중","상시(연중개방)","공원","남1,여1","손건조기2"," "," "," "," "
"3313","서울특별시 성동구 독서당로60길 13-1","서울특별시 성동구 응봉동 269-4","127.03086680","37.54850490","응봉암벽공원","성동구","02-2286-5526","공중","상시(연중개방)","공원","남1,여1","비상벨8,손건조기2"," "," "," "," "
"3314","서울특별시 성동구 독서당로57가길 24","서울특별시 성동구 금호동1가  산 37-1","127.02834915","37.55313190","대현산관리사무소","성동구","02-2286-5526","공중","상시(연중개방)","공원","남1,여1","비상벨2,손건조기2"," "," "," "," "
"3315","서울특별시 성동구 연무장5길 9-26","서울특별시 성동구 성수동2가 302-25","127.05240496","37.54480786","성수근린공원","성동구","02-2286-5526","공중","상시(연중개방)","공원"," ","비상벨3"," "," "," "," "
"3316","서울특별시 성동구 송정길 3","서울특별시 성동구 송정동 75-20","127.06000799","37.54910852","송정제방","성동구","02-2286-5526","공중","상시(연중개방)","공원"," ","비상벨3, 손건조기3"," "," "," "," "
"3317","서울특별시 성동구 고산자로 270","서울특별시 성동구 행당동 7","127.03693997","37.56343633","성동구청 앞","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사"," "," "," "," "," "," "
"3318","서울특별시 성동구 고산자로 266","서울특별시 성동구 행당동 7","127.03682316","37.56283145","성동구 구의회","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사"," "," "," "," "," "," "
"3319","서울특별시 성동구 무학봉길 69","서울특별시 성동구 하왕십리동 974-12","127.03049610","37.56107798","왕십리2동 주민센터","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사","남1"," "," "," "," "," "
"3320","서울특별시 성동구 고산자로10길 13","서울특별시 성동구 행당동 142-1","127.03541788","37.55928465","동부수도사업소","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사","남1"," "," "," "," "," "
"3321","서울특별시 성동구 광나루로 297","서울특별시 성동구 송정동 67-6","127.06279880","37.54847238","성동세무서","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사","남1,여1","손건조기"," "," "," "," "
"3322","서울특별시 성동구 뚝섬로 452","서울특별시 성동구 성수동2가 236-59","127.06062499","37.53718026","성수119안전센터","성동구","02-2286-5526","공공개방","상시","공공청사"," "," "," "," "," "," "
"3323","서울특별시 성동구 고산자로 249","서울특별시 성동구 도선동 35","127.03545832","37.56203206","행당119안전센터","성동구","02-2286-5526","공공개방","상시","공공청사"," "," "," "," "," "," "
"3324","서울특별시 성동구 용답중앙길 49","서울특별시 성동구 용답동 83-5","127.05174147","37.56477772","용답파출소","성동구","02-2286-5526","공공개방","상시","공공청사"," "," "," "," "," "," "
"3325","서울특별시 성동구 사근동길 5","서울특별시 성동구 행당동 11-7","127.04175809","37.56028681","한양지구대","성동구","02-2286-5526","공공개방","상시","공공청사"," ","손건조기3"," "," "," "," "
"3326","서울특별시 성동구 왕십리광장로 9","서울특별시 성동구 행당동 192-8","127.03636103","37.56176044","성동경찰서","성동구","02-2286-5526","공공개방","상시","공공청사","남2,여2"," "," "," "," "," "
"3327","서울특별시 성동구 청계천로 546","서울특별시 성동구 마장동 527-10","127.03688895","37.57170967","성동구도시관리공단","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사"," ","손건조기"," "," "," "," "
"3328","서울특별시 성동구 고산자로 260","서울특별시 성동구 행당동 7","127.03643688","37.56235827","시립성동청소년수련관","성동구","02-2286-5526","공공개방","09:00-18:00","공공청사"," "," "," "," "," "," "
"3329","서울특별시 성동구 마조로11길 6","서울특별시 성동구 마장동 399-98","127.04077354","37.56212503","마장국민체육센터","성동구","02-2286-5526","공공개방","08:00-22:00","공공청사","남2,여2","손건조기"," "," "," "," "
"3330","서울특별시 중랑구 동일로 636","서울특별시 중랑구 면목동 146-72","127.08026504","37.58721348","현대오일뱅크㈜직영 대창주유소","중랑구","02-432-9200","공중","정시개방","주유소및충전소"," "," "," "," "," "," "
"3331","서울특별시 중랑구 동일로 654","서울특별시 중랑구 면목동 145-57","127.08022346","37.58870137","동천주유소","중랑구","02-495-0081","공중","정시개방","주유소및충전소"," ","손건조기 2"," "," "," "," "
"3332","서울특별시 중랑구 중랑역로3길 28","서울특별시 중랑구 중화동 321-37","127.07487173","37.59501490","중화2동(별관)중화문화복지센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1,여1","손건조기 2"," "," "," "," "
"3333","서울특별시 중랑구 공릉로2가길 5","서울특별시 중랑구 묵동 174-3","127.07846011","37.61240858","묵1동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," "," "," "," "," "," "
"3334","서울특별시 중랑구 사가정로51길 48","서울특별시 중랑구 면목동 498-6","127.08805262","37.58295257","면목3.8동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1,여1"," "," "," "," "," "
"3335","서울특별시 중랑구 면목로 246","서울특별시 중랑구 면목동 378-9","127.08559269","37.57469790","면목4동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," "," "," "," "," "," "
"3336","서울특별시 중랑구 중랑천로 141","서울특별시 중랑구 중화동 325-109","127.07139535","37.59790166","중화동제방1","중랑구","02-2094-2340~5","공중","상시개방","공원"," ","손건조기 3"," "," "," "," "
"3337","서울특별시 중랑구 용마산로129나길 35","서울특별시 중랑구 신내동 448-1","127.09948511","37.60586585","신내1동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," "," "," "," "," "," "
"3338","서울특별시 중랑구 동일로101길 20-15","서울특별시 중랑구 면목동 180-8","127.07899723","37.58973136","면목2동 주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1,여1","손건조기 12"," "," "," "," "
"3339","서울특별시 중랑구 동일로 619","서울특별시 중랑구 면목동 175-18","127.07945877","37.58575073","면목5동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," ","손건조기 10"," "," "," "," "
"3340","서울특별시 중랑구 사가정로52길 13","서울특별시 중랑구 면목동 634-32","127.08746000","37.58009000","면목7동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," "," "," "," "," "," "
"3341","서울특별시 중랑구 용마산로118길 103","서울특별시 중랑구 망우동 146-41","127.10643430","37.60127688","망우본동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," "," "," "," "," "," "
"3342","서울특별시 중랑구 동일로 968-47","서울특별시 중랑구 묵동 322-2","127.07850798","37.61768034","묵동제방","중랑구","02-2094-2340~5","공중","상시개방","공원"," "," "," "," "," "," "
"3343"," ","서울특별시 중랑구 묵동  335","127.07323161","37.61578482","묵2동","중랑구","02-2094-2340~5","공중","상시개방","공원","남1,여1","손건조기 2"," "," "," "," "
"3344","서울특별시 중랑구 용마산로 461","서울특별시 중랑구 망우동 454-7","127.09813704","37.59236502","망우3동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," ","손건조기 3"," "," "," "," "
"3345","서울특별시 중랑구 면목로 395","서울특별시 중랑구 면목동 115-28","127.08765530","37.58722579","면목본동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," ","손건조기 2"," "," "," "," "
"3346","서울특별시 중랑구 용마산로 393","서울특별시 중랑구 면목동 50-17","127.09517106","37.58699862","면목3.8동주민센터(용마복지센터)","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," ","손건조기 2"," "," "," "," "
"3347","서울특별시 중랑구 중랑역로 181","서울특별시 중랑구 묵동 243-1","127.07598994","37.60959958","묵2동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1,여1"," "," "," "," "," "
"3348","서울특별시 중랑구 봉우재로 93-5","서울특별시 중랑구 상봉동 125-8","127.08324275","37.59241940","상봉2동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1","손건조기 2"," "," "," "," "
"3349","서울특별시 중랑구 상봉중앙로1길 6","서울특별시 중랑구 상봉동 204-1","127.08714063","37.59983191","상봉1동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사","남1,여1"," "," "," "," "," "
"3350","서울특별시 중랑구 동일로134길 17","서울특별시 중랑구 중화동 287-3","127.08064038","37.60116566","중화1동주민센터","중랑구","02-2094-0424","공공개방","정시개방","공공청사"," ","손건조기 1"," "," "," "," "
"3909","서울특별시 영등포구 양산로 200","서울특별시 영등포구 영등포동5가 62-1","126.90494289","37.52273347","영등포시장역","영등포구","02-901-6925","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자1손건조기3"," "," "," "," "
"3910","서울특별시 영등포구 양산로 116","서울특별시 영등포구 당산동3가 556-1","126.89527220","37.52422524","영등포구청역","영등포구","02-901-6925","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자1손건조기3"," "," "," "," "
"3911","서울특별시 영등포구 양산로 21","서울특별시 영등포구 양평동2가 33-79","126.88685217","37.52550967","양평역","영등포구","02-901-6925","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자2손건조기3"," "," "," "," "
"3912","서울특별시 강서구 강서로 54","서울특별시 강서구 화곡동 662-5","126.84659644","37.53195216","까치산역","강서구","02-901-6778","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자2손건조기3"," "," "," "," "
"3913","서울특별시 마포구 마포대로 210","서울특별시 마포구 아현동 612","126.95659414","37.55335587","애오개역","마포구","02-901-6925","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자2손건조기3비상벨13"," "," "," "," "
"3914","서울특별시 영등포구 여의나루로 40","서울특별시 영등포구 여의도동 3","126.92446811","37.52183891","여의도역","영등포구","02-901-6778","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자1손건조기3"," "," "," "," "
"3915","서울특별시 양천구 오목로 342","서울특별시 양천구 목동 405-26","126.87533988","37.52444747","오목교역","양천구","02-901-2032","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자1손건조기3"," "," "," "," "
"3916","서울특별시 양천구 오목로 179","서울특별시 양천구 신정동 916-13","126.85724767","37.52542809","신정역","양천구","02-901-6778","공공개방","정시 (05:00-익일01:00)","지하철","2","기저귀교환대2유아용보호의자2손건조기3"," "," "," "," "
"3917","서울특별시 강동구 상암로3길 28","서울특별시 강동구 암사동 503-8","127.12725314","37.55170166","암사2동주민센터","강동구","02)3425-7610","공공개방","정시(09:00~18:00)","공공청사","남2,여2","유아용보호의자4,비상벨4,손건조기"," "," "," "," "
"3918","서울특별시 강동구 성내로 13","서울특별시 강동구 성내동 539-1","127.12244400","37.53047102","성내1동주민센터","강동구","02)3425-7760","공공개방","상시","공공청사","남1,여1","유아용보호의자1, 손건조기,종이타올"," "," "," "," "
"3919"," ","서울특별시 강동구 암사동  산 40-3","127.14579343","37.56123832","산등성이목조식","강동구","02)3425-5864","공중","상시","공원"," "," "," "," "," "," "
"3920"," ","서울특별시 강동구 길동  산 3","127.14978957","37.54394154","길동성당뒤","강동구","02)3425-5864","공중","상시","공원"," "," "," "," "," "," "
"3921","서울특별시 강동구 고덕로 210, 509동 (명일동, 삼익그린맨션)","서울특별시 강동구 명일동 28","127.14738959","37.55008356","샛마을근린공원","강동구","02)3425-5864","공중","상시","공원","남1,여1","손건조기"," "," "," "," "
"3922","서울특별시 강동구 구천면로42길 59","서울특별시 강동구 천호동 76-2","127.13678250","37.54501823","천호1동주민센터","강동구","02)3425-7670","공공개방","정시(09:00~18:00)","공공청사","남1","종이타올"," "," "," "," "
"3923","서울특별시 강동구 진황도로23길 7","서울특별시 강동구 천호동 555","127.12976865","37.54003689","천호3동주민센터","강동구","02)3425-7730","공공개방","정시(09:00~18:00)","공공청사","남1,여1","손건조기"," "," "," "," "
"3924","서울특별시 강동구 풍성로37가길 62","서울특별시 강동구 성내동 508","127.12952329","37.53242690","성내2동주민센터","강동구","02)3425-7790","공공개방","정시(09:00~18:00)","공공청사","남1,공용1","종이타올"," "," "," "," "
"3925","서울특별시 강동구 강동대로53길 76","서울특별시 강동구 성내동 430-29","127.13286613","37.52603813","성내3동주민센터","강동구","02)3425-7820","공공개방","정시(09:00~18:00)","공공청사","공용1","종이타올"," "," "," "," "
"3926","서울특별시 강동구 천호대로186길 7","서울특별시 강동구 둔촌동 65","127.14193147","37.53334312","둔촌2동주민센터","강동구","02)3425-7910","공공개방","정시(09:00~18:00)","공공청사","남2","종이타올"," "," "," "," "
"3927","서울특별시 강동구 고덕로 137","서울특별시 강동구 암사동 414-19","127.14076762","37.55499349","암사3동주민센터","강동구","02)3425-7640","공공개방","정시(09:00~18:00)","공공청사","남5, 공용1","손건조기"," "," "," "," "
"3928","서울특별시 강동구 동남로 895","서울특별시 강동구 명일동 47-30","127.15604500","37.55363010","명일파출소","강동구","02)3425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"3929","서울특별시 강동구 아리수로78길 23","서울특별시 강동구 고덕동 229","127.16449460","37.56111770","동명근린공원 축구장","강동구","02)3425-5864","공중","상시","공원","남1,여1","손건조기"," "," "," "," "
"3930","서울특별시 강동구 상암로 168","서울특별시 강동구 천호동 41","127.14120672","37.54572740","강동구민회관","강동구","02)2045-7617","공공개방","정시(08:00~21:00)","공용시설","남1,여2"," "," "," "," "," "
"3931","서울특별시 강동구 천중로18길 61","서울특별시 강동구 천호동 399-1","127.12981429","37.54208913","해공체육문화센터","강동구","02)2045-7651","공공개방","정시(06:00~22:00)","공용시설"," "," "," "," "," "," "
"3932","서울특별시 강동구 천호대로206길 87","서울특별시 강동구 둔촌동 562","127.15407295","37.53587167","강동그린웨이 가족캠핑장","강동구","02)478-4077","공공개방","상시","공용시설","남1,여1"," "," "," "," "," "
"3933","서울특별시 강동구 성내로3가길 71","서울특별시 강동구 성내동 533","127.12650648","37.52947643","성내하니공원","강동구","02)3425-5864","공중","상시","공원","남1,여1","손건조기"," "," "," "," "
"3934","서울특별시 강동구 상암로 12-19","서울특별시 강동구 암사동 515","127.12552748","37.55001617","광나루공원","강동구","02)3425-5864","공중","상시","공원","남1,여1","기저귀교환대2,손건조기"," "," "," "," "
"3935","서울특별시 강동구 구천면로42길 60","서울특별시 강동구 천호동 87-26","127.13624604","37.54498650","천호1동공영주차장","강동구","02)2045-7743","공공개방","상시","교통시설","공용1","손건조기"," "," "," "," "
"3936","서울특별시 강동구 고덕로28길 36","서울특별시 강동구 암사동 산 59-2","127.13822988","37.55271380","암사1동공영주차장","강동구","02)2045-7743","공공개방","상시","교통시설","여2"," "," "," "," "," "
"3937","서울특별시 강동구 아리수로91길 54","서울특별시 강동구 강일동 665-4","127.17200831","37.56636777","강일동공영주차장","강동구","02)2045-7743","공공개방","상시","교통시설","공용1"," "," "," "," "," "
"3938"," ","서울특별시 강동구 상일동  산 54","127.15941034","37.55214464","중앙하이츠 뒷산","강동구","02)3425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"3939"," ","서울특별시 강동구 둔촌동  산 86","127.15345780","37.53778580","일자산 허브천문공원","강동구","02)3425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"3940","서울특별시 강동구 암사1가길 16","서울특별시 강동구 암사동 468-2","127.13056338","37.55212195","새장터어린이공원","강동구","02)3425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"3941","서울특별시 강동구 동남로 640","서울특별시 강동구 둔촌동 1-3","127.15020910","37.53126120","일자산 잔디광장 옆","강동구","02)3425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"3942","서울특별시 강동구 풍성로45길 11","서울특별시 강동구 성내동 512","127.12989698","37.53125462","안말공영주차장","강동구","02)2045-7743","공공개방","상시","교통시설","남1"," "," "," "," "," "
"3943","서울특별시 강동구 구천면로 395","서울특별시 강동구 명일동 312-250","127.14288631","37.55103954","명일동공영주차장","강동구","02)2045-7743","공공개방","상시","교통시설"," ","손건조기"," "," "," "," "
"3944","서울특별시 강동구 고덕로 285","서울특별시 강동구 고덕동 296","127.15738326","37.55643413","온조대왕체육관","강동구","02)2045-7853","공공개방","정시(06:00~22:00)","공용시설","공용3","기저귀교환대1,손건조기"," "," "," "," "
"3945","서울특별시 강동구 동남로 660","서울특별시 강동구 둔촌동 산 140","127.15132160","37.53297980","일자산1체육관","강동구","02)2045-7862","공공개방","정시(06:00~22:00)","공용시설","공용1","기저귀교환대1,손건조기"," "," "," "," "
"3946","서울특별시 강동구 동남로 620","서울특별시 강동구 둔촌동 산 14-1","127.14974500","37.52932640","일자산2체육관","강동구","02)2045-7870","공공개방","정시(06:00~22:00)","공용시설"," ","기저귀교환대1,손건조기"," "," "," "," "
"3947","서울특별시 강동구 고덕로20길 42","서울특별시 강동구 암사동 471-37","127.13334723","37.55282922","암사도서관","강동구","02)2045-7912","공공개방","정시(09:00~22:00)","공용시설","남1,여1","기저귀교환대1,비상벨2,손건조기"," "," "," "," "
"4382","서울특별시 노원구 상계로 182","서울특별시 노원구 상계동 156-203","127.07359025","37.66094524","상계역","노원구","02-6110-4101","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대3유아용보호의자4비상벨10손건조기5"," "," "," "," "
"4383","서울특별시 성북구 삼선교로 1","서울특별시 성북구 삼선동1가 14","127.00593498","37.58838954","한성대역","성북구","02-6110-4191","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자1비상벨7손건조기3"," "," "," "," "
"4384","서울특별시 성북구 동소문로 102","서울특별시 성북구 동선동4가 1","127.01649864","37.59258601","성신여대입구역","성북구","02-6110-4181","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨15손건조기4"," "," "," "," "
"4385","서울특별시 성북구 동소문로 248","서울특별시 성북구 길음동 877-66","127.02495878","37.60310517","길음역","성북구","02-6110-4171","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대3유아용보호의자3비상벨17손건조기6"," "," "," "," "
"4386","서울특별시 도봉구 마들로11길 77","서울특별시 도봉구 창동 135-1","127.04811564","37.65322331","창동역","도봉구","02-6110-4121","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대2유아용보호의자3비상벨19손건조기6"," "," "," "," "
"4387","서울특별시 도봉구 도봉로 486-1","서울특별시 도봉구 창동 703-4","127.03486365","37.64884492","쌍문역","도봉구","02-6110-4131","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대0유아용보호의자1비상벨7손건조기3"," "," "," "," "
"4388","서울특별시 종로구 대학로 121","서울특별시 종로구 명륜4가 93","127.00190000","37.58208770","혜화역","종로구","02-6110-4201","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대3유아용보호의자4비상벨12손건조기6"," "," "," "," "
"4389","서울특별시 종로구 율곡로 308","서울특별시 종로구 종로6가 287-1","127.00953004","37.57040494","동대문(4)역","종로구","02-6110-4211","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자1비상벨6손건조기3"," "," "," "," "
"4390","서울특별시 용산구 서빙고로 83","서울특별시 용산구 용산동5가 17-98","126.97366694","37.52251303","이촌역","용산구","02-6110-4301","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨14손건조기6"," "," "," "," "
"4391","서울특별시 용산구 한강대로 114","서울특별시 용산구 한강로2가 424-2","126.96875268","37.52971324","신용산역","용산구","02-6110-4291","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자0비상벨8손건조기3"," "," "," "," "
"4392","서울특별시 중구 퇴계로 126","서울특별시 중구 충무로2가 111","126.98593213","37.56090271","명동역","중구","02-6110-4241","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자1비상벨10손건조기4"," "," "," "," "
"4393","서울특별시 중구 퇴계로 214","서울특별시 중구 필동1가 50-8","126.99409413","37.56116579","충무로역","중구","02-6110-4231","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨20손건조기6"," "," "," "," "
"4394","서울특별시 중구 장충단로 230","서울특별시 중구 을지로7가 134-2","127.00753670","37.56507164","동대문역사문화공원(4)역","중구","02-6110-4221","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자2비상벨14손건조기6"," "," "," "," "
"4395","서울특별시 중구 장충단로 230","서울특별시 중구 을지로7가 134-2","127.00753670","37.56507164","동대문역사문화공원(4)역","중구","02-6110-4221","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자2비상벨14손건조기6"," "," "," "," "
"4396","서울특별시 중구 퇴계로 54","서울특별시 중구 남창동 64-1","126.97822259","37.55852802","회현역","중구","02-6110-4251","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자2비상벨12손건조기6"," "," "," "," "
"4397","서울특별시 용산구 한강대로 392","서울특별시 용산구 동자동 14-151","126.97278654","37.55319403","서울(4)역","용산구","02-6110-4261","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자1비상벨4손건조기2"," "," "," "," "
"4398","서울특별시 마포구 하늘공원로 108","서울특별시 마포구 상암동 481-6","126.87983160","37.56971990","노을-8(노을매점)","마포구","02-300-5558","공중","상시","공원"," "," "," "," "," "," "
"4399","서울특별시 구로구 연동로 240","서울특별시 구로구 항동 31","126.82345633","37.48242256","관리동화장실-푸른수목원","구로구","022686-3200","공중","상시","공원"," "," "," "," "," "," "
"4400","서울특별시 영등포구 여의공원로 68","서울특별시 영등포구 여의도동 2","126.92226425","37.52680470","여의도공원(4호, 민들레화장실)","영등포구","02-300-5572","공원","상시","공원"," "," "," "," "," "," "
"4401","서울특별시 양천구 안양천로 939","서울특별시 양천구 목동  914","126.87991410","37.53078940","목동야구장","양천구","02-2640-3848","공공개방","상시(연중개방)","체육시설"," "," ","기저귀교환대"," "," "," "
"4402","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10-1","127.07287410","37.51307430","잠실야구장","송파구","02-2202-3834","공공개방","정시(09:00~18:00, 평일만)","공용시설","남18, 여13","손건조기39기저귀교환대10"," "," ","33"," "
"4403","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10-1","127.07536230","37.51427580","제1수영장","송파구","02-2240-8746","공공개방","정시(09:00~18:00, 평일만)","공용시설"," "," "," "," ","2"," "
"4404","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10","127.07457900","37.51571240","잠실실내체육관 나들목 앞","송파구","02-2240-8701","공공개방","상시개방","공용시설","남2, 여1","손건조기2"," "," ","1"," "
"4405","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10","127.07448270","37.51573730","잠실실내체육관 장애인체육회 앞","송파구","02-2240-8701","공공개방","상시개방","공용시설","남4, 여2","손건조기2"," ","1","1"," "
"4406","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10-1","127.07678560","37.51571130","잠실실내체육관 매표소 앞","송파구","02-2240-8701","공공개방","상시개방","공용시설","남2, 여1","손건조기2"," "," ","1"," "
